team_code,artifact,local_path,stage_relpath,bytes
M62,robot_photo,teams/M62_Simple/robot_photo.jpeg,M62/robot_photo.jpeg,3598027
M62,poster,teams/M62_Simple/poster.pdf,M62/poster.pdf,13408911
M62,video,teams/M62_Simple/video.mp4,M62/video.mp4,117797974
M62,video_thumbnail,teams/M62_Simple/video-thumbnail.png,M62/video_thumbnail.png,212332
M62,bom,teams/M62_Simple/bom.pdf,M62/bom.pdf,618688
M62,source_code,teams/M62_Simple/code.zip,M62/source_code.zip,35470
M62,tdp_pdf_optional,teams/M62_Simple/tdp.pdf,M62/tdp_pdf_optional.pdf,5479581
M62,engineering_journal_optional,teams/M62_Simple/journal.pdf,M62/engineering_journal_optional.pdf,2486276
M63,team_photo,teams/M63_Stenbackens Gård Robotik/team_photo.png,M63/team_photo.png,2275160
M63,robot_photo,teams/M63_Stenbackens Gård Robotik/robot_photo.jpg,M63/robot_photo.jpg,813728
M63,poster,teams/M63_Stenbackens Gård Robotik/poster.pdf,M63/poster.pdf,468917
M63,video,teams/M63_Stenbackens Gård Robotik/video.mp4,M63/video.mp4,209390801
M63,video_thumbnail,teams/M63_Stenbackens Gård Robotik/video-thumbnail.png,M63/video_thumbnail.png,299949
M63,bom,teams/M63_Stenbackens Gård Robotik/bom.pdf,M63/bom.pdf,372093
M64,team_photo,teams/M64_TOKAI Susano/team_photo.jpg,M64/team_photo.jpg,342293
M64,robot_photo,teams/M64_TOKAI Susano/robot_photo.jpg,M64/robot_photo.jpg,439702
M64,poster,teams/M64_TOKAI Susano/poster.pdf,M64/poster.pdf,1535522
M64,video,teams/M64_TOKAI Susano/video.mp4,M64/video.mp4,17328941
M64,video_thumbnail,teams/M64_TOKAI Susano/video-thumbnail.png,M64/video_thumbnail.png,345361
M64,bom,teams/M64_TOKAI Susano/bom.pdf,M64/bom.pdf,117599
M64,source_code,teams/M64_TOKAI Susano/code.zip,M64/source_code.zip,95446
M64,tdp_pdf_optional,teams/M64_TOKAI Susano/tdp.pdf,M64/tdp_pdf_optional.pdf,1010693
M64,engineering_journal_optional,teams/M64_TOKAI Susano/journal.pdf,M64/engineering_journal_optional.pdf,522187
M65,team_photo,teams/M65_Tachyons/team_photo.jpg,M65/team_photo.jpg,445732
M65,robot_photo,teams/M65_Tachyons/robot_photo.png,M65/robot_photo.png,700677
M65,poster,teams/M65_Tachyons/poster.pdf,M65/poster.pdf,19609215
M65,video,teams/M65_Tachyons/video.mp4,M65/video.mp4,327030104
M65,video_thumbnail,teams/M65_Tachyons/video-thumbnail.png,M65/video_thumbnail.png,197504
M65,tdp_pdf_optional,teams/M65_Tachyons/tdp.pdf,M65/tdp_pdf_optional.pdf,9038823
M66,team_photo,teams/M66_Team Jup Maze/team_photo.jpg,M66/team_photo.jpg,257101
M66,robot_photo,teams/M66_Team Jup Maze/robot_photo.jpg,M66/robot_photo.jpg,173767
M66,poster,teams/M66_Team Jup Maze/poster.pdf,M66/poster.pdf,1993716
M66,video,teams/M66_Team Jup Maze/video.mp4,M66/video.mp4,15808
M66,video_thumbnail,teams/M66_Team Jup Maze/video-thumbnail.png,M66/video_thumbnail.png,6937
M66,bom,teams/M66_Team Jup Maze/bom.pdf,M66/bom.pdf,52166
M66,source_code,teams/M66_Team Jup Maze/code.zip,M66/source_code.zip,1285
M67,team_photo,teams/M67_The Worriers/team_photo.png,M67/team_photo.png,272294
M67,robot_photo,teams/M67_The Worriers/robot_photo.png,M67/robot_photo.png,512853
M67,poster,teams/M67_The Worriers/poster.pdf,M67/poster.pdf,3837319
M67,video,teams/M67_The Worriers/video.mp4,M67/video.mp4,417787049
M67,video_thumbnail,teams/M67_The Worriers/video-thumbnail.png,M67/video_thumbnail.png,195457
M67,bom,teams/M67_The Worriers/bom.pdf,M67/bom.pdf,117597
M67,source_code,teams/M67_The Worriers/code.zip,M67/source_code.zip,63219
M67,tdp_pdf_optional,teams/M67_The Worriers/tdp.pdf,M67/tdp_pdf_optional.pdf,5085910
M68,team_photo,teams/M68_Theseus/team_photo.png,M68/team_photo.png,74459
M68,robot_photo,teams/M68_Theseus/robot_photo.jpg,M68/robot_photo.jpg,1566762
M68,poster,teams/M68_Theseus/poster.pdf,M68/poster.pdf,9502193
M68,video,teams/M68_Theseus/video.mp4,M68/video.mp4,188900538
M68,video_thumbnail,teams/M68_Theseus/video-thumbnail.png,M68/video_thumbnail.png,152841
M68,bom,teams/M68_Theseus/bom.pdf,M68/bom.pdf,126281
M68,source_code,teams/M68_Theseus/code.zip,M68/source_code.zip,26012
M68,tdp_pdf_optional,teams/M68_Theseus/tdp.pdf,M68/tdp_pdf_optional.pdf,8982730
M69,team_photo,teams/M69_Top Class/team_photo.jpg,M69/team_photo.jpg,4566447
M69,robot_photo,teams/M69_Top Class/robot_photo.jpg,M69/robot_photo.jpg,1168206
M69,poster,teams/M69_Top Class/poster.pdf,M69/poster.pdf,8620512
M69,video,teams/M69_Top Class/video.mp4,M69/video.mp4,125210551
M69,video_thumbnail,teams/M69_Top Class/video-thumbnail.png,M69/video_thumbnail.png,239973
M69,bom,teams/M69_Top Class/bom.pdf,M69/bom.pdf,114683
M69,source_code,teams/M69_Top Class/code.zip,M69/source_code.zip,143855
M70,team_photo,teams/M70_Tuton/team_photo.jpg,M70/team_photo.jpg,294490
M70,robot_photo,teams/M70_Tuton/robot_photo.jpg,M70/robot_photo.jpg,214879
M70,poster,teams/M70_Tuton/poster.pdf,M70/poster.pdf,2729825
M70,video,teams/M70_Tuton/video.mp4,M70/video.mp4,277320338
M70,video_thumbnail,teams/M70_Tuton/video-thumbnail.png,M70/video_thumbnail.png,287362
M70,bom,teams/M70_Tuton/bom.pdf,M70/bom.pdf,237796
M70,source_code,teams/M70_Tuton/code.zip,M70/source_code.zip,7644859
M70,tdp_pdf_optional,teams/M70_Tuton/tdp.pdf,M70/tdp_pdf_optional.pdf,1621011
M70,engineering_journal_optional,teams/M70_Tuton/journal.pdf,M70/engineering_journal_optional.pdf,1004927
M71,team_photo,teams/M71_VAST/team_photo.jpg,M71/team_photo.jpg,299956
M71,robot_photo,teams/M71_VAST/robot_photo.jpeg,M71/robot_photo.jpeg,179173
M71,poster,teams/M71_VAST/poster.pdf,M71/poster.pdf,2721608
M71,video,teams/M71_VAST/video.mp4,M71/video.mp4,65230739
M71,video_thumbnail,teams/M71_VAST/video-thumbnail.png,M71/video_thumbnail.png,93121
M71,bom,teams/M71_VAST/bom.pdf,M71/bom.pdf,89667
M71,source_code,teams/M71_VAST/code.zip,M71/source_code.zip,15740
S81,team_photo,teams/S81_Anyang/team_photo.png,S81/team_photo.png,2283682
S81,poster,teams/S81_Anyang/poster.pdf,S81/poster.pdf,6208383
S81,video,teams/S81_Anyang/video.mp4,S81/video.mp4,95314654
S81,video_thumbnail,teams/S81_Anyang/video-thumbnail.png,S81/video_thumbnail.png,111740
S81,bom,teams/S81_Anyang/bom.pdf,S81/bom.pdf,91659
S81,source_code,teams/S81_Anyang/code.zip,S81/source_code.zip,42726
S81,tdp_pdf_optional,teams/S81_Anyang/tdp.pdf,S81/tdp_pdf_optional.pdf,11076283
S82,team_photo,teams/S82_Black Radiators/team_photo.jpg,S82/team_photo.jpg,308045
S82,poster,teams/S82_Black Radiators/poster.pdf,S82/poster.pdf,8322258
S82,video,teams/S82_Black Radiators/video.mp4,S82/video.mp4,35617795
S82,video_thumbnail,teams/S82_Black Radiators/video-thumbnail.png,S82/video_thumbnail.png,38792
S82,bom,teams/S82_Black Radiators/bom.pdf,S82/bom.pdf,93604
S82,source_code,teams/S82_Black Radiators/code.zip,S82/source_code.zip,5666651
S82,tdp_pdf_optional,teams/S82_Black Radiators/tdp.pdf,S82/tdp_pdf_optional.pdf,1254570
S83,team_photo,teams/S83_CAETI UAI/team_photo.jpeg,S83/team_photo.jpeg,2257260
S83,poster,teams/S83_CAETI UAI/poster.pdf,S83/poster.pdf,1718168
S83,video,teams/S83_CAETI UAI/video.mp4,S83/video.mp4,445152109
S83,video_thumbnail,teams/S83_CAETI UAI/video-thumbnail.png,S83/video_thumbnail.png,308776
S83,bom,teams/S83_CAETI UAI/bom.pdf,S83/bom.pdf,5637
S83,source_code,teams/S83_CAETI UAI/code.zip,S83/source_code.zip,1107434
S83,tdp_pdf_optional,teams/S83_CAETI UAI/tdp.pdf,S83/tdp_pdf_optional.pdf,3886207
S84,team_photo,teams/S84_Danesh Auriga/team_photo.png,S84/team_photo.png,2169639
S84,poster,teams/S84_Danesh Auriga/poster.pdf,S84/poster.pdf,6398552
S84,video,teams/S84_Danesh Auriga/video.mp4,S84/video.mp4,118188800
S84,video_thumbnail,teams/S84_Danesh Auriga/video-thumbnail.png,S84/video_thumbnail.png,105223
S84,bom,teams/S84_Danesh Auriga/bom.pdf,S84/bom.pdf,11769
S84,source_code,teams/S84_Danesh Auriga/code.zip,S84/source_code.zip,9398848
S84,tdp_pdf_optional,teams/S84_Danesh Auriga/tdp.pdf,S84/tdp_pdf_optional.pdf,1609775
S85,team_photo,teams/S85_Kavosh_Simul/team_photo.png,S85/team_photo.png,1547301
S85,poster,teams/S85_Kavosh_Simul/poster.pdf,S85/poster.pdf,2216213
S85,video,teams/S85_Kavosh_Simul/video.mp4,S85/video.mp4,483188886
S85,video_thumbnail,teams/S85_Kavosh_Simul/video-thumbnail.png,S85/video_thumbnail.png,190230
S85,bom,teams/S85_Kavosh_Simul/bom.pdf,S85/bom.pdf,41261
S86,team_photo,teams/S86_Labyrinthos/team_photo.JPG,S86/team_photo.JPG,309371
S86,poster,teams/S86_Labyrinthos/poster.pdf,S86/poster.pdf,16293250
S86,video,teams/S86_Labyrinthos/video.mp4,S86/video.mp4,23877653
S86,video_thumbnail,teams/S86_Labyrinthos/video-thumbnail.png,S86/video_thumbnail.png,79603
S86,bom,teams/S86_Labyrinthos/bom.pdf,S86/bom.pdf,31179
S86,source_code,teams/S86_Labyrinthos/code.zip,S86/source_code.zip,7808366
S87,team_photo,teams/S87_OGEE/team_photo.jpeg,S87/team_photo.jpeg,219064
S87,poster,teams/S87_OGEE/poster.pdf,S87/poster.pdf,645208
S87,video,teams/S87_OGEE/video.mp4,S87/video.mp4,190550553
S87,video_thumbnail,teams/S87_OGEE/video-thumbnail.png,S87/video_thumbnail.png,67008
S87,bom,teams/S87_OGEE/bom.pdf,S87/bom.pdf,98391
S87,source_code,teams/S87_OGEE/code.zip,S87/source_code.zip,9937
S88,team_photo,teams/S88_Robomanics/team_photo.jpeg,S88/team_photo.jpeg,280184
S88,poster,teams/S88_Robomanics/poster.pdf,S88/poster.pdf,19103478
S88,video,teams/S88_Robomanics/video.mp4,S88/video.mp4,105514422
S88,video_thumbnail,teams/S88_Robomanics/video-thumbnail.png,S88/video_thumbnail.png,100005
S88,bom,teams/S88_Robomanics/bom.pdf,S88/bom.pdf,30112
S88,source_code,teams/S88_Robomanics/code.zip,S88/source_code.zip,6648
S89,team_photo,teams/S89_Robotics Barcelinhos/team_photo.jpeg,S89/team_photo.jpeg,289059
S89,poster,teams/S89_Robotics Barcelinhos/poster.pdf,S89/poster.pdf,221524
S89,video,teams/S89_Robotics Barcelinhos/video.mp4,S89/video.mp4,277646201
S89,video_thumbnail,teams/S89_Robotics Barcelinhos/video-thumbnail.png,S89/video_thumbnail.png,86952
S89,bom,teams/S89_Robotics Barcelinhos/bom.pdf,S89/bom.pdf,97435
S89,source_code,teams/S89_Robotics Barcelinhos/code.zip,S89/source_code.zip,19103
S90,team_photo,teams/S90_Speshari/team_photo.png,S90/team_photo.png,888988
S90,poster,teams/S90_Speshari/poster.pdf,S90/poster.pdf,10958022
S90,video,teams/S90_Speshari/video.mp4,S90/video.mp4,124087675
S90,video_thumbnail,teams/S90_Speshari/video-thumbnail.png,S90/video_thumbnail.png,81875
S90,bom,teams/S90_Speshari/bom.pdf,S90/bom.pdf,97881
S91,team_photo,teams/S91_UNIQA CRO Team/team_photo.png,S91/team_photo.png,1570369
S91,poster,teams/S91_UNIQA CRO Team/poster.pdf,S91/poster.pdf,3439830
S91,video,teams/S91_UNIQA CRO Team/video.mp4,S91/video.mp4,146656630
S91,video_thumbnail,teams/S91_UNIQA CRO Team/video-thumbnail.png,S91/video_thumbnail.png,227815
S91,bom,teams/S91_UNIQA CRO Team/bom.pdf,S91/bom.pdf,114071
S91,source_code,teams/S91_UNIQA CRO Team/code.zip,S91/source_code.zip,5708668
S91,tdp_pdf_optional,teams/S91_UNIQA CRO Team/tdp.pdf,S91/tdp_pdf_optional.pdf,404878
S91,engineering_journal_optional,teams/S91_UNIQA CRO Team/journal.pdf,S91/engineering_journal_optional.pdf,463819
S92,team_photo,teams/S92_learnsteam/team_photo.png,S92/team_photo.png,19157
S92,poster,teams/S92_learnsteam/poster.pdf,S92/poster.pdf,148191
S92,video,teams/S92_learnsteam/video.mp4,S92/video.mp4,53472239
S92,video_thumbnail,teams/S92_learnsteam/video-thumbnail.png,S92/video_thumbnail.png,121455
S92,bom,teams/S92_learnsteam/bom.pdf,S92/bom.pdf,43188
S92,source_code,teams/S92_learnsteam/code.zip,S92/source_code.zip,114667
S92,tdp_pdf_optional,teams/S92_learnsteam/tdp.pdf,S92/tdp_pdf_optional.pdf,3717654
S93,team_photo,teams/S93_Águabots/team_photo.png,S93/team_photo.png,581645
S93,poster,teams/S93_Águabots/poster.pdf,S93/poster.pdf,6227325
S93,video,teams/S93_Águabots/video.mp4,S93/video.mp4,212530483
S93,video_thumbnail,teams/S93_Águabots/video-thumbnail.png,S93/video_thumbnail.png,161337
S93,bom,teams/S93_Águabots/bom.pdf,S93/bom.pdf,52424
S93,source_code,teams/S93_Águabots/code.zip,S93/source_code.zip,17979764
